id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,scribe
46,0.068573,-0.6523939999999999,0.395665,1.220985,0.261718,0.314889,0.106925,0.893225,0.31353600000000004,0.34336700000000003,Marcus
47,-0.301743,0.19553399999999999,0.381439,0.351116,0.08296100000000001,-0.847807,-0.157328,0.531185,0.46944300000000005,-0.56682,Franciscus
48,0.167323,0.117022,0.047137,-0.174809,0.261718,0.813187,0.069175,-0.520994,-0.403638,0.824318,Marcus
49,0.426544,7.293003999999999,0.19295,-1.533156,-0.989576,-1.1800059999999999,-0.044076,-0.872257,-0.5283640000000001,-0.941686,Marcus
50,0.117948,0.124874,0.128935,0.3837,0.17234000000000002,0.8962370000000001,0.710932,-0.072304,-0.154186,0.513754,Marcus
51,-2.4495720000000003,4.835583,0.352988,0.048976,-2.419627,-2.716425,-0.006326,1.615924,-1.900349,-2.366988,Marcus
52,0.17966700000000002,-0.330495,0.530808,-0.314183,0.08296100000000001,-0.557133,0.182426,0.37161,0.46944300000000005,-0.48824399999999996,Marcus
53,3.265629,-0.251983,0.125378,-2.1238599999999996,0.976743,-2.301176,0.106925,-2.712625,-3.241152,-2.022079,Begonius
54,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,0.190314,-0.006326,0.376056,-0.497183,0.296557,Marcus
55,-0.054866,0.20338499999999998,0.05425,-0.028782,0.261718,0.190314,0.106925,-0.039432999999999996,0.344717,0.241779,Ubuntius
56,-0.116585,0.30545100000000003,0.036468,-0.41038,0.261718,0.771662,0.144676,-1.104291,0.562987,0.739788,Paithonius
57,0.229043,0.109171,-0.06666799999999999,0.073324,0.261718,1.394535,0.6354310000000001,-1.986643,-1.49499,0.999395,Marcus
58,0.080916,-0.29123899999999997,0.356544,0.226662,0.261718,0.771662,0.295677,-0.11963900000000001,-0.060641999999999995,0.647699,Philippus
59,0.31545,0.517433,-0.002652,-2.543473,0.261718,0.564038,0.408929,-1.658135,-1.307901,0.394794,Philippus
60,-0.26471100000000003,0.156278,0.402778,1.483948,0.17234000000000002,1.0208110000000001,-0.006326,0.8719450000000001,1.654339,1.0938709999999998,Noaelius
61,0.031541,-0.024299,0.545034,-2.187595,0.261718,-1.3461049999999999,0.220177,-1.623459,-0.154186,-1.212432,Franciscus
62,0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,0.439463,0.069175,1.246565,0.126447,0.485871,Marcus
63,0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,-0.8062819999999999,0.031425,-0.344314,-0.933723,-0.631049,Philippus
64,0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,-0.391033,0.257927,-1.021309,-0.65309,-0.36525799999999997,Philippus
65,0.09326,-1.6808990000000001,0.356544,0.180532,0.17234000000000002,0.522513,1.805694,0.124142,0.500624,-0.36056900000000003,Marcus
66,0.167323,0.313302,0.16805499999999998,-0.383198,0.261718,-0.349509,0.371178,-0.6647649999999999,-1.214356,-0.387656,Marcus
67,0.15498,0.23479,0.210732,0.643738,0.17234000000000002,0.06573999999999999,0.031425,0.646241,-0.091823,0.157067,Marcus
68,-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,3.055529,0.408929,1.417149,1.9661540000000002,2.608514,Noaelius
69,0.512951,-0.306942,0.061363,1.371548,0.976743,-0.432558,-0.534832,0.8954770000000001,1.623157,0.032019,Begonius
70,0.031541,0.19553399999999999,0.24629600000000001,0.627208,0.261718,0.439463,0.55993,0.8382790000000001,0.282354,0.237848,Paithonius
71,0.080916,-0.063555,0.349432,0.9686450000000001,-1.347089,0.9792860000000001,0.144676,1.360844,0.718895,0.933984,Philippus
72,0.117948,0.321153,-3.210528,0.642753,0.351096,-0.515608,0.144676,1.333061,-0.278912,-0.425617,Marcus
73,0.13029200000000002,0.077766,0.299642,-0.693335,0.261718,0.06573999999999999,0.182426,-0.494705,0.032902,0.07708200000000001,Marcus
74,0.17966700000000002,0.321153,0.24273899999999998,0.045844,0.17234000000000002,0.273364,0.6354310000000001,0.017415,0.095265,0.011356999999999999,Marcus
75,0.759828,-0.134216,0.11470899999999999,-0.542563,0.797987,-1.22153,-1.2898399999999999,0.28534699999999996,-0.590727,-0.307647,Begonius
76,-0.215336,-0.20487600000000003,0.456124,-0.099826,0.17234000000000002,-0.723232,-0.157328,0.28859,0.251173,-0.454092,Franciscus
77,0.13029200000000002,0.007106,0.23918299999999998,0.7661939999999999,0.261718,-0.349509,0.295677,0.017200999999999998,-0.996086,-0.356385,Marcus
78,2.105308,-0.07925700000000001,0.23918299999999998,-1.152363,-0.989576,-0.266459,-0.044076,-0.79576,-0.216549,-0.08183,Marcus
79,-0.128929,0.022808000000000002,0.19295,0.837775,0.261718,0.522513,0.295677,-0.083429,-0.091823,0.429465,Marcus
80,0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,-0.058835000000000005,0.446679,-0.073974,0.31353600000000004,-0.17763099999999998,Marcus
81,0.29076199999999996,0.156278,0.136047,1.401386,0.08296100000000001,0.522513,-2.8376069999999998,0.314393,0.001721,-1.3154430000000001,Marcus
82,0.056228999999999994,0.007106,0.40633400000000003,0.455401,0.261718,-0.058835000000000005,0.220177,-0.48272600000000004,-0.746634,-0.062264,Marcus
83,1.0190489999999999,0.21123699999999998,-0.155578,-0.311855,0.261718,0.356414,0.182426,0.30635500000000004,-0.37245700000000004,0.33860500000000004,Marcus
84,0.229043,0.124874,0.182281,0.686496,0.261718,-0.474083,0.333428,-0.29362,-0.9649049999999999,-0.488015,Marcus
85,-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.190314,-0.006326,1.5508440000000001,0.064084,0.299619,Marcus
86,4.524702,-0.134216,0.23206999999999997,-2.514351,-0.9001979999999999,-0.8062819999999999,0.899684,-1.460253,-2.9917,-1.046324,Philippus
87,0.14263599999999999,0.43107,0.032912000000000004,-0.486796,0.261718,-1.013906,-0.081827,0.330352,0.438262,-0.761088,Ubuntius
88,0.364825,0.289748,0.235627,-0.32379,0.17234000000000002,1.311485,0.295677,-1.04721,-0.341275,1.135269,Marcus
89,0.562327,0.046362,0.210732,-1.052078,0.976743,-0.9308559999999999,-0.685833,-0.031532,1.529613,-0.362859,Begonius
90,0.47591999999999995,-0.28338800000000003,0.107596,0.080127,0.976743,-0.9308559999999999,-1.403091,0.079447,1.654339,0.067148,Begonius
91,-0.017834,-0.275537,0.388552,0.9497270000000001,0.261718,0.813187,-0.006326,1.695411,0.594169,0.879857,Philippus
92,0.080916,0.20338499999999998,0.310311,0.26950999999999997,0.261718,-0.474083,0.144676,0.389492,1.124254,-0.390381,Paithonius
93,0.10560399999999999,-0.09496,0.32453699999999996,0.557118,0.17234000000000002,-0.266459,0.106925,0.635058,0.562987,-0.178065,Marcus
94,-0.10424100000000001,0.23479,0.214288,0.31402800000000003,0.17234000000000002,0.314889,0.144676,0.640281,0.905984,0.351022,Paithonius
95,0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,-0.515608,0.484429,0.6574439999999999,-0.060641999999999995,-0.6071439999999999,Philippus
96,-0.06721,-0.197025,0.299642,-1.66337,0.261718,-0.764757,0.144676,-2.401609,-2.025075,-0.6494810000000001,Philippus
97,-0.252367,-0.008597,-2.044028,0.342613,0.351096,0.647088,0.597681,0.5102939999999999,1.903791,0.380063,Noaelius
98,0.15498,0.595945,0.036468,-0.126143,0.261718,-0.349509,0.106925,-0.363865,0.001721,-0.24964899999999998,Marcus
99,0.09326,0.148427,0.17161099999999999,0.9707040000000001,0.17234000000000002,0.356414,0.446679,0.9474319999999999,-0.216549,0.202949,Marcus
100,0.204355,-0.354049,0.32098000000000004,0.410166,-0.989576,0.14879,0.408929,0.46193100000000004,-0.029461,0.026787000000000002,Marcus
101,0.080916,-0.11851300000000001,0.445454,-0.188027,0.261718,0.605563,0.220177,1.470891,0.562987,0.555706,Marcus
102,-0.22768000000000002,0.085618,0.23918299999999998,-0.523467,0.261718,-1.38763,-0.195078,1.620642,0.251173,-1.052641,Franciscus
103,-0.141273,-0.055704,0.207175,0.246982,0.261718,0.231839,0.408929,1.2359069999999999,0.126447,0.107412,Philippus
104,0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.058835000000000005,0.295677,-1.771016,-2.523978,-0.084253,Philippus
105,0.031541,0.666605,-0.09511900000000001,0.010217,0.17234000000000002,-1.22153,0.069175,0.9081940000000001,0.594169,-1.031774,Ubuntius
106,0.389513,0.556689,0.431229,-1.955514,0.08296100000000001,0.06573999999999999,-0.232828,1.8683439999999998,0.31353600000000004,0.323693,Marcus
107,0.352481,0.21123699999999998,0.306755,-0.946242,0.17234000000000002,-0.557133,-0.308329,0.723262,0.032902,-0.22006599999999998,Marcus
108,0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.480988,-0.49708100000000005,-0.24846,-0.621908,0.893141,Marcus
109,-0.116585,0.42321800000000004,0.086258,1.919136,0.261718,0.480988,0.144676,1.416275,1.093072,0.472285,Ubuntius
110,0.31545,-0.236281,0.37077,0.812174,0.261718,0.356414,0.144676,-0.724564,-1.214356,0.36490900000000004,Marcus
111,-3.4864550000000003,0.242641,3.2870199999999996,-1.488788,-3.045274,-1.22153,0.6354310000000001,1.156575,-2.929337,-1.287102,Marcus
112,-0.054866,-0.024299,0.07914500000000001,0.136282,0.261718,0.14879,0.7864329999999999,-0.181496,-0.154186,-0.171773,Philippus
113,0.14263599999999999,0.48602799999999996,0.100483,-0.448543,0.17234000000000002,-0.01731,0.106925,-0.5802689999999999,-0.43482,0.046244,Marcus
114,-0.153617,-0.087108,0.299642,0.689629,0.261718,0.14879,0.182426,0.436283,0.18880999999999998,0.16780799999999998,Philippus
115,-0.38815,0.321153,0.107596,0.886232,0.351096,0.854712,0.220177,0.11625899999999999,-0.216549,0.768491,Philippus
116,-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,0.522513,-0.119577,-1.2371510000000001,0.064084,0.682574,Paithonius
117,0.624046,0.007106,0.11470899999999999,-0.350674,0.887365,-1.38763,-1.1010879999999998,-0.254537,1.747883,-0.593329,Begonius
118,0.204355,-0.354049,0.32098000000000004,0.410166,-0.989576,-0.058835000000000005,0.295677,0.819795,0.46944300000000005,-0.090075,Marcus
119,-0.042522000000000004,0.407516,-3.210528,-0.636404,0.261718,0.024215,1.2016870000000002,0.46546400000000004,0.18880999999999998,-0.483916,Marcus
120,0.21669899999999997,0.321153,0.128935,0.491087,0.261718,-0.10036,0.710932,0.330585,0.157628,-0.34707899999999997,Marcus
121,-0.091897,-0.142067,0.32453699999999996,0.6582100000000001,0.17234000000000002,0.231839,0.069175,0.20083199999999998,-0.278912,0.29998,Philippus
122,-0.202992,-0.47966800000000004,-3.210528,-0.88764,0.261718,-1.719828,-4.083371,-4.011262,-4.1142330000000005,1.278797,FerrumEffractarius
123,-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,0.190314,0.408929,-0.06842100000000001,-0.559546,0.055539,Marcus
124,0.15498,-0.448263,0.356544,-0.0038369999999999997,0.261718,-0.14188399999999998,0.182426,-0.436012,-0.278912,-0.095886,Philippus
125,0.73514,-0.28338800000000003,0.089814,-1.848127,0.976743,-1.3461049999999999,-1.554093,-1.5974030000000001,-0.029461,-0.267599,Begonius
126,0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,0.273364,0.333428,1.420683,0.31353600000000004,0.18415499999999999,Marcus
127,-0.5979949999999999,-0.071406,0.352988,0.220844,0.261718,1.394535,0.069175,-0.565397,0.500624,1.366715,Franciscus
128,0.13029200000000002,-0.314793,0.41700299999999996,1.051058,0.08296100000000001,0.14879,0.069175,1.000184,0.438262,0.216885,Marcus
129,0.31545,-0.047852,0.14315999999999998,-0.574788,0.261718,-0.723232,-0.044076,-0.297037,-0.185368,-0.5154890000000001,Marcus
130,0.266074,0.164129,0.11826500000000001,0.320234,0.261718,0.771662,0.52218,-0.042987,-0.185368,0.540456,Marcus
131,0.24138600000000002,-0.322644,0.28186,0.27461199999999997,0.261718,-1.055431,-0.34608,0.681557,0.126447,-0.673736,Philippus
132,0.14263599999999999,0.43107,0.032912000000000004,-0.486796,0.261718,-1.096956,0.106925,0.472318,0.843621,-0.925845,Ubuntius
133,0.043885,0.007106,1.348781,-1.2493969999999999,-0.185173,-0.557133,-0.044076,2.353166,0.438262,-0.36649899999999996,Franciscus
134,-0.00549,-0.20487600000000003,0.32098000000000004,-0.694588,0.261718,-0.474083,-0.195078,0.6002270000000001,-0.091823,-0.206504,Philippus
135,0.167323,-0.322644,0.306755,-0.5435479999999999,0.261718,-0.723232,-0.119577,-0.9361139999999999,-0.091823,-0.475851,Philippus
136,0.37716900000000003,0.179832,0.064919,-1.533962,0.261718,-0.723232,-0.195078,-0.020018,-0.497183,-0.43463500000000005,Marcus
137,0.006853,0.038511000000000004,-0.376075,0.9638110000000001,-0.006417,0.439463,0.031425,0.784614,0.531806,0.5015539999999999,Marcus
138,0.043885,-0.157769,0.228514,-0.21136100000000002,0.261718,0.314889,0.220177,-0.573609,-0.216549,0.279993,Philippus
139,-0.202992,-0.47966800000000004,-3.210528,-0.88764,0.261718,-1.013906,-2.950858,-0.8900809999999999,-1.526171,-1.652119,FerrumEffractarius
140,0.09326,-0.087108,-2.268081,-0.164963,0.261718,0.314889,0.069175,-0.338159,0.18880999999999998,0.366284,Marcus
141,0.31545,-0.236281,0.37077,0.812174,0.261718,0.024215,-0.044076,0.758404,0.064084,0.16034600000000002,Marcus
142,0.15498,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.30798400000000004,0.6354310000000001,0.206637,-0.43482,-0.48023999999999994,Philippus
143,-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,2.058932,0.333428,-0.89175,-0.37245700000000004,1.797252,Marcus
144,0.080916,0.650903,-0.023991,0.472826,0.261718,0.730137,-0.006326,-0.692956,-0.310094,0.7954220000000001,Marcus
145,0.006853,-0.181323,0.388552,0.301377,-0.095795,0.854712,0.182426,-0.531575,0.064084,0.801534,Marcus
146,0.57467,0.085618,0.310311,-2.167514,0.261718,-1.22153,0.144676,-1.664911,-0.12300499999999999,-1.069,Paithonius
147,-0.00549,0.7608189999999999,-0.09511900000000001,-0.016936,0.261718,0.854712,0.182426,-1.22255,0.001721,0.790926,Philippus
148,0.10560399999999999,-0.189174,0.164499,-0.683757,0.261718,-0.10036,0.7864329999999999,-0.43570200000000003,0.251173,-0.376614,Marcus
149,0.13029200000000002,-0.456114,0.292529,0.202672,0.261718,1.685209,0.220177,-0.674473,-0.310094,1.519007,Marcus
150,-0.030177999999999996,0.438921,-0.045329,0.766462,0.17234000000000002,0.024215,-0.157328,0.808282,0.375899,0.235558,Marcus
151,0.14263599999999999,0.164129,0.20006300000000002,-0.249732,0.261718,-0.266459,0.069175,-0.006311,0.157628,-0.157198,Marcus
152,-0.128929,-0.511072,0.342319,0.170775,0.261718,1.8513080000000002,-0.006326,-0.616537,-0.403638,1.825172,Philippus
153,0.17966700000000002,2.660806,0.096927,-1.474226,-0.006417,-0.764757,0.257927,0.060867,0.001721,-0.709492,Ubuntius
154,0.15498,0.289748,0.207175,-0.007298000000000001,0.17234000000000002,-1.22153,0.446679,0.595547,0.157628,-1.207285,Ubuntius
155,-0.128929,-0.134216,0.26407800000000003,0.430695,0.261718,-0.10036,0.295677,0.759918,0.032902,-0.129279,Philippus
156,0.006853,0.038511000000000004,-0.376075,0.9638110000000001,-0.006417,0.605563,0.333428,0.764675,0.843621,0.47340600000000005,Marcus
157,-0.33877399999999996,-0.22843000000000002,0.584154,2.123586,0.261718,-0.474083,-0.836835,1.099183,0.251173,0.19604100000000002,Noaelius
158,0.229043,0.014957,0.395665,-1.399572,0.08296100000000001,-0.9723809999999999,0.295677,-0.578754,0.7500760000000001,-0.900216,Paithonius
159,-0.190648,-1.09206,0.402778,0.749425,0.17234000000000002,-0.183409,0.257927,0.9157850000000001,0.282354,-0.189867,FerrumEffractarius
160,0.15498,-0.275537,0.41700299999999996,0.813815,0.261718,0.397939,0.220177,0.549455,0.438262,0.35627800000000004,Marcus
161,-0.017834,0.132725,0.125378,1.357345,0.261718,0.10726500000000001,0.408929,1.1746510000000001,-0.216549,-0.011428,Marcus
162,0.15498,-0.16562000000000002,-3.210528,-1.3206799999999999,-0.185173,-0.515608,-0.081827,-0.9571219999999999,-0.43482,-0.309081,Marcus
163,0.229043,0.124874,0.182281,0.686496,0.261718,0.273364,0.257927,0.5306810000000001,-0.12300499999999999,0.22713200000000003,Marcus
164,-0.153617,-0.03215,0.27119099999999996,0.057241,0.261718,-0.10036,0.7864329999999999,-0.192776,-0.029461,-0.38442600000000005,Marcus
165,0.15498,-0.189174,0.24629600000000001,-1.223587,0.08296100000000001,0.273364,0.484429,-2.143365,-2.617523,0.08189099999999999,Marcus
166,0.512951,-0.306942,0.061363,1.371548,0.976743,-0.847807,-1.554093,0.561959,1.342524,0.25182,Begonius
167,-0.32643,-0.07925700000000001,0.23918299999999998,0.5669350000000001,0.261718,0.605563,0.295677,-0.255275,0.31353600000000004,0.502989,Franciscus
168,0.37716900000000003,0.022808000000000002,0.139604,1.070691,0.976743,0.10726500000000001,-0.5725819999999999,0.9487329999999999,1.591976,0.5899909999999999,Begonius
169,-0.06721,0.336855,0.22140100000000001,-0.311258,0.261718,-0.598658,0.220177,0.417023,-0.247731,-0.539587,Ubuntius
170,-0.116585,0.28189699999999995,0.335206,-0.518215,0.08296100000000001,-0.22493400000000002,0.220177,0.795254,0.843621,-0.20179,FerrumEffractarius
171,-0.054866,-0.330495,-3.210528,-0.26745599999999997,0.261718,0.771662,0.182426,0.44003000000000003,0.001721,0.7187279999999999,Philippus
172,0.006853,0.038511000000000004,-0.376075,0.9638110000000001,-0.006417,0.647088,0.069175,0.12293699999999999,-0.403638,0.6818390000000001,Marcus
173,0.10560399999999999,-0.189174,0.164499,-0.683757,0.261718,-0.14188399999999998,0.446679,-0.7790239999999999,-0.060641999999999995,-0.240427,Marcus
174,4.462983,-0.181323,0.306755,-2.963951,0.261718,0.024215,0.295677,0.176621,-0.185368,-0.015948,Philippus
175,0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,0.024215,0.295677,0.814611,0.500624,-0.021963999999999997,Marcus
176,0.080916,-0.24413200000000002,0.214288,-0.37914000000000003,0.261718,0.397939,0.408929,-0.566271,0.095265,0.252399,Philippus
177,0.019197,0.619498,0.032912000000000004,-0.18385,0.261718,-0.266459,0.446679,-0.34408099999999997,0.31353600000000004,-0.362172,Ubuntius
178,-0.116585,-0.212727,-0.027547000000000002,-0.9279209999999999,0.351096,0.813187,0.6354310000000001,-1.47763,-0.12300499999999999,0.515587,Franciscus
179,0.031541,0.171981,0.253409,-0.862994,0.17234000000000002,-1.512204,0.182426,-0.859773,0.001721,-1.340566,Paithonius
180,0.192011,-0.369751,0.278304,-0.659618,0.261718,0.06573999999999999,-0.119577,-0.614207,0.001721,0.2615,Philippus
181,0.17966700000000002,2.660806,0.096927,-1.474226,-0.006417,0.647088,0.710932,-0.43997299999999995,0.18880999999999998,0.30277800000000005,Ubuntius
182,0.229043,-0.354049,0.182281,0.210878,0.261718,0.14879,0.333428,-0.013513999999999998,0.126447,0.0776,Marcus
183,0.031541,0.007106,-0.315616,2.7913919999999997,-0.542686,1.9343580000000002,-0.119577,0.10123099999999999,-0.310094,2.0023459999999997,Marcus
184,0.624046,-2.426761,0.178724,0.7113520000000001,1.0661209999999999,-1.38763,-1.365341,0.8267459999999999,2.246787,-0.431935,Begonius
185,0.10560399999999999,0.10132000000000001,0.24629600000000001,0.08707999999999999,0.261718,-0.8062819999999999,-0.044076,-2.5177709999999998,-2.804611,-0.596813,Marcus
186,-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,0.190314,0.333428,-0.43952700000000006,0.001721,0.111884,FerrumEffractarius
187,0.080916,0.438921,0.14315999999999998,-0.523288,0.261718,-0.8062819999999999,0.371178,-0.324316,-0.060641999999999995,-0.801183,Ubuntius
188,-0.128929,-0.511072,0.342319,0.170775,0.261718,1.9343580000000002,0.220177,-0.37799999999999995,-0.247731,1.7871380000000001,Philippus
189,-0.28939899999999996,-0.424709,0.107596,0.666147,0.17234000000000002,-0.847807,0.106925,1.0788360000000001,0.968347,-0.713229,Franciscus
190,0.031541,0.117022,-0.17691600000000002,-0.620739,-1.168333,3.055529,2.560702,0.263253,-1.183175,1.159837,Marcus
191,-0.252367,-0.401156,0.466793,0.631147,0.261718,0.9377620000000001,-0.081827,-0.24481,0.18880999999999998,1.019021,Franciscus
192,-0.190648,-0.063555,0.44189799999999996,1.289493,0.261718,0.439463,-0.308329,0.151866,0.8748020000000001,0.7172810000000001,Franciscus
193,0.056228999999999994,-0.016447999999999997,0.345875,-0.053786,0.17234000000000002,-0.557133,0.182426,0.004212,0.344717,-0.489571,Marcus
194,0.080916,0.438921,0.14315999999999998,-0.523288,0.261718,-1.1384809999999999,0.257927,-0.913068,-0.902542,-1.043998,Ubuntius
195,0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,-0.14188399999999998,0.55993,-0.39819099999999996,-0.029461,-0.29696500000000003,Marcus
