id,scribe
395,Begonius
396,Philippus
397,Marcus
398,Marcus
399,Marcus
400,Philippus
401,Noaelius
402,Marcus
403,Begonius
404,Paithonius
405,Marcus
406,Marcus
407,Marcus
408,Paithonius
409,Noaelius
410,Ubuntius
411,Franciscus
412,Marcus
413,Philippus
414,Philippus
415,Marcus
416,Marcus
417,Marcus
418,Marcus
419,Begonius
420,Philippus
421,Marcus
422,Noaelius
423,Marcus
424,Marcus
425,Paithonius
426,Marcus
427,Ubuntius
428,Noaelius
429,Marcus
430,Marcus
431,Philippus
432,Marcus
433,Franciscus
434,Franciscus
435,Marcus
436,Marcus
437,Marcus
438,Marcus
439,Marcus
440,Philippus
441,Marcus
442,Philippus
443,Paithonius
444,Marcus
445,Marcus
446,FerrumEffractarius
447,Philippus
448,Begonius
449,Marcus
450,Marcus
451,Marcus
452,Paithonius
453,FerrumEffractarius
454,Franciscus
455,Marcus
456,Marcus
457,Franciscus
458,Marcus
459,Paithonius
460,Philippus
461,Begonius
462,Marcus
463,Marcus
464,Marcus
465,Paithonius
466,Marcus
467,Marcus
468,Philippus
469,Marcus
470,Philippus
471,Marcus
472,Marcus
473,Marcus
474,Marcus
475,Marcus
476,Marcus
477,Franciscus
478,Ubuntius
479,Philippus
480,Marcus
481,Philippus
482,Noaelius
483,Philippus
484,Marcus
485,Marcus
486,Begonius
487,Marcus
488,Begonius
489,Paithonius
490,Marcus
491,Marcus
492,Marcus
493,Marcus
494,Marcus
495,Noaelius
496,Philippus
497,Marcus
498,Noaelius
499,Marcus
500,Philippus
501,Marcus
502,Marcus
503,Marcus
504,Noaelius
505,Marcus
506,Marcus
507,Begonius
508,Ubuntius
509,Philippus
510,Marcus
511,Marcus
512,Marcus
513,FerrumEffractarius
514,Philippus
515,Marcus
516,Philippus
517,Marcus
518,Franciscus
519,Noaelius
520,Philippus
521,Marcus
522,FerrumEffractarius
523,Philippus
524,Noaelius
525,Marcus
526,Marcus
527,Franciscus
528,Franciscus
529,Marcus
530,Philippus
531,Philippus
532,Franciscus
533,Philippus
534,Philippus
535,Marcus
536,Marcus
537,Marcus
538,Marcus
539,Marcus
540,Noaelius
541,Marcus
542,Marcus
543,Begonius
544,Paithonius
545,Begonius
546,Franciscus
547,Franciscus
548,Paithonius
549,Marcus
550,Marcus
551,Philippus
552,Marcus
553,Philippus
554,Philippus
555,Philippus
556,Marcus
557,Franciscus
558,Marcus
559,Begonius
560,Marcus
561,Marcus
562,Philippus
563,Philippus
564,FerrumEffractarius
565,Philippus
566,Franciscus
567,Begonius
568,Franciscus
569,Ubuntius
570,Ubuntius
571,FerrumEffractarius
572,Marcus
573,Philippus
574,Philippus
575,Franciscus
576,Marcus
577,FerrumEffractarius
578,Franciscus
579,Marcus
580,Marcus
581,Philippus
582,Noaelius
583,Franciscus
584,Marcus
585,Marcus
586,Marcus
587,Noaelius
588,Paithonius
589,Marcus
590,Philippus
591,Paithonius
592,Philippus
593,Begonius
594,Franciscus
595,Marcus
596,Philippus
597,Philippus
598,Philippus
599,Franciscus
600,Philippus
601,Philippus
602,Begonius
603,Philippus
604,Marcus
605,Paithonius
606,Marcus
607,Marcus
608,Philippus
609,Marcus
610,Franciscus
611,Ubuntius
612,Marcus
613,Philippus
614,Marcus
615,Philippus
616,Franciscus
617,Marcus
618,FerrumEffractarius
619,Begonius
620,Philippus
621,Philippus
622,Marcus
623,Marcus
624,Marcus
625,Marcus
626,Marcus
627,Begonius
628,Philippus
629,Begonius
630,Philippus
631,Philippus
632,Marcus
633,Marcus
634,Begonius
635,Marcus
636,Philippus
637,Noaelius
638,Philippus
639,Marcus
640,Marcus
641,Noaelius
642,Marcus
643,Philippus
644,FerrumEffractarius
645,Franciscus
646,Marcus
647,Marcus
648,Marcus
649,Philippus
650,Marcus
651,Begonius
652,Marcus
653,Noaelius
654,Philippus
655,Philippus
656,Marcus
657,Philippus
658,Philippus
659,Philippus
660,Franciscus
661,Noaelius
662,Marcus
663,Marcus
664,Ubuntius
665,Marcus
666,Begonius
667,Marcus
668,Marcus
669,FerrumEffractarius
670,Marcus
671,Marcus
672,Ubuntius
673,Marcus
674,Franciscus
675,Franciscus
676,Marcus
677,Ubuntius
678,Noaelius
679,Begonius
680,Marcus
681,Marcus
682,Franciscus
683,Philippus
684,Franciscus
685,Marcus
686,Noaelius
687,Franciscus
688,Philippus
689,Marcus
690,Marcus
691,Noaelius
692,FerrumEffractarius
693,Marcus
694,Marcus
695,Marcus
696,Marcus
697,Philippus
698,Marcus
699,Ubuntius
700,Philippus
701,FerrumEffractarius
702,Philippus
703,Begonius
704,Ubuntius
705,Begonius
706,Philippus
707,Paithonius
708,Philippus
709,Marcus
710,Marcus
711,Philippus
712,Marcus
713,Marcus
714,Marcus
715,Marcus
716,Philippus
717,Marcus
718,Franciscus
719,Marcus
720,Philippus
721,Marcus
722,Franciscus
723,Ubuntius
724,Begonius
725,Marcus
726,Marcus
727,Philippus
728,Franciscus
729,Marcus
730,Marcus
731,Ubuntius
732,Marcus
733,Paithonius
734,Paithonius
735,Begonius
736,Ubuntius
737,Franciscus
738,Franciscus
739,Marcus
740,FerrumEffractarius
741,Philippus
742,Marcus
743,Marcus
744,Philippus
745,Begonius
746,Philippus
747,Marcus
748,Philippus
749,Begonius
750,Marcus
751,Marcus
752,Paithonius
753,Franciscus
754,Marcus
755,Philippus
756,Noaelius
757,Noaelius
758,Marcus
759,Begonius
760,Marcus
761,Marcus
762,Philippus
763,Marcus
764,Begonius
765,Marcus
766,Marcus
767,Marcus
768,Marcus
769,Begonius
770,Franciscus
771,Philippus
772,Marcus
773,Marcus
774,Franciscus
775,Ubuntius
776,Noaelius
777,Marcus
778,Marcus
779,Philippus
780,Marcus
781,Begonius
782,Begonius
783,FerrumEffractarius
784,Marcus
785,Marcus
786,Marcus
787,Franciscus
788,Marcus
789,Philippus
790,Marcus
791,Philippus
792,Paithonius
793,Marcus
794,Ubuntius
795,Philippus
796,Marcus
797,Begonius
798,Marcus
799,Marcus
800,Marcus
801,Marcus
802,Begonius
803,Marcus
804,Franciscus
805,Marcus
806,Marcus
807,Marcus
808,Marcus
809,Philippus
810,Marcus
811,Paithonius
812,Paithonius
813,Philippus
814,Marcus
815,Philippus
816,Philippus
817,Franciscus
818,Philippus
819,Marcus
820,Marcus
821,Marcus
822,Marcus
823,Marcus
824,FerrumEffractarius
825,Franciscus
826,Marcus
827,Marcus
828,Begonius
829,Marcus
830,Marcus
831,Marcus
832,Begonius
833,Marcus
834,Marcus
835,Paithonius
836,Marcus
837,Marcus
838,FerrumEffractarius
839,Marcus
840,Noaelius
841,Philippus
842,Philippus
843,Philippus
844,Marcus
845,Marcus
846,Philippus
847,Marcus
848,Marcus
849,Franciscus
850,Philippus
851,Begonius
852,Begonius
853,Marcus
854,Philippus
855,Philippus
856,Marcus
857,Marcus
858,Marcus
859,Philippus
860,Franciscus
861,Marcus
862,Franciscus
863,Noaelius
864,Marcus
865,Paithonius
866,Marcus
867,Noaelius
868,Marcus
869,Marcus
870,Paithonius
871,Noaelius
872,FerrumEffractarius
873,Marcus
874,Marcus
875,Marcus
876,Marcus
877,Philippus
878,Marcus
879,Noaelius
880,Paithonius
881,Philippus
882,Marcus
883,Philippus
884,Franciscus
885,Marcus
886,Philippus
887,Paithonius
888,Franciscus
889,Marcus
890,Marcus
891,Marcus
892,Philippus
893,Philippus
894,Marcus
895,Marcus
896,Ubuntius
897,Marcus
898,Philippus
899,Philippus
900,Marcus
901,Marcus
902,Franciscus
903,Marcus
904,Noaelius
905,Begonius
906,Franciscus
907,Marcus
908,Marcus
909,Philippus
910,Marcus
911,Marcus
912,Franciscus
913,Begonius
914,Marcus
915,Marcus
916,Noaelius
917,Marcus
918,FerrumEffractarius
919,Marcus
920,Philippus
921,Paithonius
922,Noaelius
923,Ubuntius
924,Paithonius
925,Marcus
926,Marcus
927,Ubuntius
928,Marcus
929,Marcus
930,Marcus
931,Noaelius
932,Marcus
933,Noaelius
934,Marcus
935,Philippus
936,Marcus
937,Franciscus
938,Marcus
939,Franciscus
940,Marcus
941,Marcus
942,Marcus
943,Marcus
944,Philippus
945,Paithonius
946,Marcus
947,Marcus
948,Begonius
949,Begonius
950,Philippus
951,Franciscus
952,Franciscus
953,Begonius
954,Marcus
955,Philippus
956,FerrumEffractarius
957,Begonius
958,Begonius
959,Philippus
960,Marcus
961,Marcus
962,Marcus
963,Franciscus
964,Marcus
965,Marcus
966,Marcus
967,Marcus
968,Franciscus
969,Philippus
970,Marcus
971,Marcus
972,FerrumEffractarius
973,Marcus
974,Marcus
975,Marcus
976,Marcus
977,Marcus
978,Marcus
979,Franciscus
980,FerrumEffractarius
981,Philippus
982,Franciscus
983,Marcus
984,Ubuntius
985,Marcus
986,Philippus
987,Begonius
988,Philippus
989,Marcus
990,Philippus
991,Ubuntius
992,Philippus
993,Ubuntius
994,Philippus
995,Paithonius
996,Marcus
997,Philippus
998,Noaelius
999,Franciscus
1000,Paithonius
1001,Philippus
1002,Philippus
1003,Franciscus
1004,Marcus
1005,Ubuntius
1006,Marcus
1007,Marcus
1008,Marcus
1009,Philippus
1010,Marcus
1011,Philippus
1012,Philippus
1013,Marcus
1014,Marcus
1015,Ubuntius
1016,Marcus
1017,Paithonius
1018,Marcus
1019,Marcus
1020,Begonius
1021,Marcus
1022,Marcus
1023,Philippus
1024,Marcus
1025,Marcus
1026,Philippus
1027,Philippus
1028,Marcus
1029,Marcus
1030,Marcus
1031,Marcus
1032,Marcus
1033,FerrumEffractarius
1034,Philippus
1035,Marcus
1036,Philippus
1037,Marcus
1038,Marcus
1039,Noaelius
1040,Marcus
1041,Marcus
1042,Begonius
1043,Marcus
1044,Paithonius
1045,Marcus
1046,Marcus
1047,Philippus
1048,Marcus
1049,Franciscus
1050,Paithonius
1051,Marcus
1052,Marcus
1053,Paithonius
1054,Franciscus
1055,Begonius
1056,Marcus
1057,Noaelius
1058,Marcus
1059,Noaelius
1060,Ubuntius
1061,Begonius
1062,Philippus
1063,Franciscus
1064,Philippus
1065,Noaelius
1066,Marcus
1067,Marcus
1068,Franciscus
1069,Franciscus
1070,Marcus
1071,Begonius
1072,Marcus
1073,Marcus
1074,Franciscus
1075,Marcus
1076,Marcus
1077,Marcus
1078,Marcus
1079,Ubuntius
1080,Franciscus
1081,Marcus
1082,Philippus
1083,Franciscus
1084,Noaelius
1085,Philippus
1086,Philippus
1087,Philippus
1088,Philippus
1089,Franciscus
1090,Philippus
1091,Franciscus
1092,Begonius
1093,Ubuntius
1094,Marcus
1095,Marcus
1096,Marcus
1097,Noaelius
1098,Marcus
1099,Marcus
1100,Philippus
1101,Marcus
1102,Franciscus
1103,Paithonius
1104,Franciscus
1105,Philippus
1106,FerrumEffractarius
1107,Marcus
1108,Philippus
1109,Marcus
1110,Franciscus
1111,Philippus
1112,Philippus
1113,Marcus
1114,Noaelius
1115,Philippus
1116,Marcus
1117,Ubuntius
1118,Philippus
1119,Marcus
1120,Franciscus
1121,Marcus
1122,Marcus
1123,Marcus
1124,Franciscus
1125,Franciscus
1126,Begonius
1127,Noaelius
1128,Marcus
1129,Marcus
1130,Marcus
1131,Marcus
1132,Philippus
1133,Paithonius
1134,Philippus
1135,Franciscus
1136,Philippus
1137,Marcus
1138,Marcus
1139,Marcus
1140,Philippus
1141,Begonius
1142,Philippus
1143,Marcus
1144,Marcus
1145,Begonius
1146,Philippus
1147,Philippus
1148,Marcus
1149,Paithonius
1150,Marcus
1151,Ubuntius
1152,Marcus
1153,Ubuntius
1154,Franciscus
1155,Marcus
1156,FerrumEffractarius
1157,Philippus
1158,Marcus
1159,Noaelius
1160,Marcus
1161,Noaelius
1162,Franciscus
1163,Begonius
1164,Philippus
1165,Marcus
1166,Noaelius
1167,FerrumEffractarius
1168,Marcus
1169,Marcus
1170,Marcus
1171,Marcus
1172,Marcus
1173,Marcus
1174,Philippus
1175,Marcus
1176,Marcus
1177,Philippus
1178,Paithonius
1179,Philippus
1180,Noaelius
1181,Philippus
1182,Philippus
1183,Marcus
1184,Marcus
1185,Marcus
1186,Ubuntius
1187,Marcus
1188,Marcus
1189,Marcus
1190,FerrumEffractarius
1191,Marcus
1192,Philippus
1193,Paithonius
1194,Marcus
1195,Begonius
1196,Marcus
1197,Marcus
1198,Marcus
1199,Paithonius
1200,Noaelius
1201,Paithonius
1202,Marcus
1203,Philippus
1204,Marcus
1205,Franciscus
1206,FerrumEffractarius
1207,Noaelius
1208,FerrumEffractarius
1209,Marcus
1210,Marcus
1211,Philippus
1212,Marcus
1213,Marcus
1214,Marcus
1215,Noaelius
1216,Paithonius
1217,Philippus
1218,Marcus
1219,Marcus
1220,Franciscus
1221,Noaelius
1222,Philippus
1223,Noaelius
1224,Marcus
1225,Marcus
1226,Noaelius
1227,Marcus
1228,Philippus
1229,Noaelius
1230,Philippus
1231,Franciscus
1232,Philippus
1233,Marcus
1234,Marcus
1235,Marcus
1236,Begonius
1237,Ubuntius
1238,Marcus
1239,Franciscus
1240,FerrumEffractarius
1241,Marcus
1242,Philippus
1243,Franciscus
1244,Marcus
1245,Marcus
1246,Marcus
1247,Philippus
1248,Noaelius
1249,Franciscus
1250,Marcus
1251,Marcus
1252,Begonius
1253,Philippus
1254,Philippus
1255,Marcus
1256,Marcus
1257,Philippus
1258,Franciscus
1259,Philippus
1260,Marcus
1261,Begonius
1262,Marcus
1263,Marcus
1264,Noaelius
1265,Begonius
1266,Noaelius
1267,Franciscus
1268,Marcus
1269,Marcus
1270,Philippus
1271,Marcus
1272,Marcus
1273,Marcus
1274,Marcus
1275,Marcus
1276,Ubuntius
1277,Philippus
1278,Marcus
1279,Paithonius
1280,Marcus
1281,Marcus
1282,Philippus
1283,Marcus
1284,Begonius
1285,Philippus
1286,Philippus
1287,Paithonius
1288,FerrumEffractarius
1289,Begonius
1290,Marcus
1291,Marcus
1292,Marcus
1293,Noaelius
1294,Paithonius
1295,Noaelius
1296,Marcus
1297,Marcus
1298,Marcus
1299,Philippus
1300,Franciscus
1301,Philippus
1302,Marcus
1303,Philippus
1304,Marcus
1305,Begonius
1306,Marcus
1307,Philippus
1308,Ubuntius
1309,Marcus
1310,Begonius
1311,Marcus
1312,Franciscus
1313,Marcus
1314,Begonius
1315,Philippus
1316,Franciscus
1317,Marcus
1318,Philippus
1319,Marcus
1320,Begonius
1321,Ubuntius
1322,Philippus
1323,Franciscus
1324,Begonius
1325,Marcus
1326,Paithonius
1327,Marcus
1328,Marcus
1329,Marcus
1330,Marcus
1331,Marcus
1332,Noaelius
1333,Marcus
1334,Marcus
1335,Paithonius
1336,Marcus
1337,Marcus
1338,Philippus
1339,Marcus
1340,Marcus
1341,Marcus
1342,Franciscus
1343,Marcus
1344,Ubuntius
1345,FerrumEffractarius
1346,Marcus
1347,Marcus
1348,Franciscus
1349,Noaelius
1350,FerrumEffractarius
1351,Franciscus
1352,Philippus
1353,Ubuntius
1354,Marcus
1355,Marcus
1356,Philippus
1357,Marcus
1358,Marcus
1359,Franciscus
1360,Franciscus
1361,FerrumEffractarius
1362,Ubuntius
1363,Ubuntius
1364,Marcus
1365,Marcus
1366,Marcus
1367,Begonius
1368,Franciscus
1369,Marcus
1370,Marcus
1371,Marcus
1372,Franciscus
1373,Marcus
1374,Marcus
1375,Marcus
1376,Marcus
1377,Marcus
1378,Paithonius
1379,Philippus
1380,Begonius
1381,Marcus
1382,Marcus
1383,Noaelius
1384,Begonius
1385,Begonius
1386,FerrumEffractarius
1387,Marcus
1388,Noaelius
1389,Marcus
1390,Marcus
1391,Marcus
1392,Marcus
1393,Marcus
1394,Philippus
1395,Marcus
1396,Marcus
1397,Begonius
1398,Marcus
1399,Marcus
1400,Ubuntius
1401,Marcus
1402,Marcus
1403,Ubuntius
1404,Marcus
1405,Begonius
1406,Philippus
1407,Begonius
1408,Begonius
1409,Noaelius
1410,FerrumEffractarius
1411,FerrumEffractarius
1412,Begonius
1413,Philippus
1414,Marcus
1415,Marcus
1416,Marcus
1417,Franciscus
1418,Marcus
1419,Marcus
1420,Philippus
1421,Noaelius
1422,Begonius
1423,Marcus
1424,Philippus
1425,Philippus
1426,Marcus
1427,Begonius
1428,Philippus
1429,Franciscus
1430,Philippus
1431,Franciscus
1432,Marcus
1433,Philippus
1434,Marcus
1435,Franciscus
1436,Philippus
1437,Philippus
1438,Franciscus
1439,Marcus
1440,Marcus
1441,Marcus
1442,Begonius
1443,Philippus
1444,Begonius
1445,Philippus
1446,Philippus
1447,Philippus
1448,Marcus
1449,Philippus
1450,Philippus
1451,Paithonius
1452,Philippus
1453,Marcus
1454,Marcus
1455,Marcus
1456,Marcus
1457,Ubuntius
1458,Franciscus
1459,Paithonius
1460,Marcus
1461,Begonius
1462,Marcus
1463,Marcus
1464,Franciscus
1465,Franciscus
1466,Marcus
1467,Paithonius
1468,Marcus
1469,Marcus
1470,Marcus
1471,Marcus
1472,Philippus
1473,Begonius
1474,Philippus
1475,Begonius
1476,Paithonius
1477,Noaelius
1478,Marcus
1479,Marcus
1480,Begonius
1481,Paithonius
1482,Marcus
1483,Franciscus
1484,Marcus
1485,Philippus
1486,Noaelius
1487,Marcus
1488,Marcus
1489,Marcus
1490,Marcus
1491,Marcus
1492,Paithonius
1493,Franciscus
1494,Franciscus
1495,Begonius
1496,Philippus
1497,Philippus
1498,Marcus
1499,Begonius
1500,Begonius
1501,Noaelius
1502,Marcus
1503,Marcus
1504,Marcus
1505,Philippus
1506,Marcus
1507,Marcus
1508,Begonius
1509,Philippus
1510,Marcus
1511,Ubuntius
1512,Begonius
1513,Begonius
1514,Marcus
1515,Philippus
1516,Marcus
1517,Franciscus
1518,Franciscus
1519,Philippus
1520,Noaelius
1521,Paithonius
1522,Franciscus
1523,Marcus
1524,Ubuntius
1525,Paithonius
1526,Marcus
1527,Begonius
1528,Philippus
1529,Franciscus
1530,Marcus
1531,Marcus
1532,Franciscus
1533,Philippus
1534,Marcus
1535,Begonius
1536,FerrumEffractarius
1537,Paithonius
1538,Ubuntius
1539,Begonius
1540,Marcus
1541,FerrumEffractarius
1542,Philippus
1543,Philippus
1544,Begonius
1545,Ubuntius
1546,Marcus
1547,Marcus
1548,Marcus
1549,Marcus
1550,Begonius
1551,Philippus
1552,Philippus
1553,Philippus
1554,Philippus
1555,Noaelius
1556,Marcus
1557,Marcus
1558,Marcus
1559,Begonius
1560,Marcus
1561,Paithonius
1562,Paithonius
1563,Philippus
1564,Noaelius
1565,Paithonius
1566,Marcus
1567,Marcus
1568,FerrumEffractarius
1569,Marcus
1570,Franciscus
1571,Marcus
1572,Marcus
1573,Marcus
1574,Marcus
1575,Marcus
1576,Marcus
1577,Ubuntius
1578,Philippus
1579,Begonius
1580,Marcus
1581,Marcus
1582,Philippus
1583,Philippus
1584,Marcus
1585,Marcus
1586,Philippus
1587,Marcus
1588,Franciscus
1589,Ubuntius
1590,Marcus
1591,Marcus
1592,Noaelius
1593,Marcus
1594,Noaelius
1595,Philippus
1596,Marcus
1597,Franciscus
1598,Marcus
1599,Marcus
1600,Marcus
1601,Philippus
1602,Ubuntius
1603,Philippus
1604,Philippus
1605,Noaelius
1606,Marcus
1607,Marcus
1608,Marcus
1609,Philippus
1610,Philippus
1611,Begonius
1612,FerrumEffractarius
1613,Marcus
1614,Noaelius
1615,Paithonius
1616,Philippus
1617,Marcus
1618,Begonius
1619,Philippus
1620,Philippus
1621,Franciscus
1622,Philippus
1623,Franciscus
1624,Franciscus
1625,Philippus
1626,Franciscus
1627,Philippus
1628,Philippus
1629,Begonius
1630,Philippus
1631,Marcus
1632,Marcus
1633,Philippus
1634,Philippus
1635,Philippus
1636,Philippus
1637,Philippus
1638,Franciscus
1639,Marcus
1640,Marcus
1641,Begonius
1642,Franciscus
1643,Marcus
1644,Marcus
1645,Marcus
1646,Franciscus
1647,Franciscus
1648,Franciscus
1649,Marcus
1650,Marcus
1651,Philippus
1652,Marcus
1653,Marcus
1654,Marcus
1655,Marcus
1656,Marcus
1657,Philippus
1658,Philippus
1659,Franciscus
1660,Noaelius
1661,Marcus
1662,Marcus
1663,Marcus
1664,Marcus
1665,FerrumEffractarius
1666,Philippus
1667,Marcus
1668,Marcus
1669,Franciscus
1670,Ubuntius
1671,Philippus
1672,Marcus
1673,Franciscus
1674,Ubuntius
1675,Franciscus
1676,Marcus
1677,Franciscus
1678,Paithonius
1679,Franciscus
1680,Marcus
1681,Marcus
1682,Marcus
1683,Franciscus
1684,Marcus
1685,Marcus
1686,Ubuntius
1687,Paithonius
1688,Ubuntius
1689,Marcus
1690,Franciscus
1691,Paithonius
1692,Philippus
1693,Noaelius
1694,Begonius
1695,Marcus
1696,Paithonius
1697,Franciscus
1698,Marcus
1699,Noaelius
1700,Marcus
1701,Marcus
1702,Marcus
1703,Ubuntius
1704,Franciscus
1705,Paithonius
1706,Marcus
1707,Franciscus
1708,Ubuntius
1709,Philippus
1710,Marcus
1711,Philippus
1712,Philippus
1713,Marcus
1714,Marcus
1715,Philippus
1716,Marcus
1717,Marcus
1718,Philippus
1719,Philippus
1720,Marcus
1721,Marcus
1722,Marcus
1723,Paithonius
1724,Marcus
1725,Marcus
1726,Philippus
1727,Marcus
1728,Marcus
1729,Philippus
1730,Franciscus
1731,Marcus
1732,Marcus
1733,Marcus
1734,Marcus
1735,Marcus
1736,Marcus
1737,Philippus
1738,Begonius
1739,Marcus
1740,Franciscus
1741,Marcus
1742,Marcus
1743,Marcus
1744,Marcus
1745,Marcus
1746,Paithonius
1747,Franciscus
1748,Franciscus
1749,Marcus
1750,Marcus
1751,Marcus
1752,Marcus
1753,Marcus
1754,Marcus
1755,Noaelius
1756,Marcus
1757,Marcus
1758,Marcus
1759,Marcus
1760,Marcus
1761,Paithonius
1762,Ubuntius
1763,Marcus
1764,Franciscus
1765,Paithonius
1766,Marcus
1767,Ubuntius
1768,Paithonius
1769,Marcus
1770,Philippus
1771,Marcus
1772,FerrumEffractarius
1773,Marcus
